Match_ID,GameMode
8122843972,22
8122751269,22
8122673454,22
8119954837,22
8119882151,22
8119826486,22
8119746807,22
8119650295,22
8119586696,22
8119447712,22
8118817777,22
8118357185,22
8118274757,22
8118203889,22
8118015981,22
8117945357,22
8117829137,22
8117769298,22
8116820448,22
8116699096,22
8116592279,22
8104542101,15
8104505912,22
8104154813,22
8104084248,22
8098206102,15
8098192382,15
8098176521,15
8098136920,22
8098081538,22
8098075113,22
8097573741,15
8097542798,15
8097506962,15
8097354732,22
8097310586,15
8097254965,15
8096653162,22
8096576236,22
8096336295,15
8095273135,22
8095232947,22
8095195768,22
8095140240,22
8093662034,22
8093597042,22
8093500706,15
8093356740,22
8093282685,22
8093198859,22
8093107589,22
8090077820,15
8090028537,15
8089850377,22
8089507703,22
8088550234,22
8088476187,22
8088419210,22
8088356983,22
8088312916,15
8088277933,15
8088247647,15
8084211382,22
8084178587,22
8073111320,15
8073060921,15
8071974697,22
8071917785,22
8071854884,22
8071788200,22
8071306797,22
8071195469,22
8071126301,22
8071043108,22
8071035082,22
8070991444,22
8070328837,22
8070296904,22
8070249900,22
8070212621,15
8069810390,15
8069707258,22
8068598348,22
8068538882,22
8059580823,22
8059508585,15
8059390619,22
8059292799,22
8053981579,15
8053789330,15
8048682320,22
8048518085,22
8048437695,22
8048329083,22
8039751221,15
8039659656,22
8039557357,22
8038615164,22
8021311333,15
8021277912,15
8018437611,15
8018415283,15
8018400046,15
8018353654,22
8018285649,22
8017957296,15
8017874168,22
8017667176,22
8017555791,22
7997120694,15
7997109517,15
7997008366,15
7996984690,15
7996952965,15
7994706393,23
7980950812,15
7980939822,15
7980913128,22
7980886610,22
7979925613,15
7979032084,22
7978944498,22
7978828295,22
7978666077,15
7978626344,22
7978555811,15
7977990470,22
7977901483,22
7977853204,22
7977820080,15
7964535404,15
7964515868,15
7964453458,22
7964399138,22
7964295911,22
7964249046,15
7963974262,22
7962780285,15
7962704853,15
7962652019,22
7962582408,22
7962505957,22
7962452637,22
7962032468,15
7961933411,15
7961164795,15
7961103185,22
7961050315,22
7960994614,22
7959470253,22
7959166213,22
7959102717,15
7958986763,22
7958925744,15
7958886066,15
7957876320,22
7957579868,15
7957038511,15
7957011049,15
7956942644,22
7956746854,15
7956739622,15
7956689799,22
7956627849,22
7956129422,22
7955562517,15
7955531676,15
7955497848,15
